Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"pop.status","pop","","Status","","","","","","",""
"pop.uploadedOn","pop","","Uploaded on","","","","","","",""
"pop.reviewedBy","pop","","Reviewed by","","","","","","",""
"pop.reviewNotes","pop","","Review Notes","","","","","","",""
"pop.noUploads","pop","","No uploads yet","","","","","","",""
"pop.noUploadsDesc","pop","","Your uploaded proofs of payment and pictures of progress will appear here.","","","","","","",""
"pop.uploadFirst","pop","","Upload First Item","","","","","","",""
"pop.viewFile","pop","","View File","","","","","","",""
"pop.reupload","pop","","Re-upload","","","","","","",""
"pop.deleteUpload","pop","","Delete Upload","","","","","","",""
"metrics.total_students","metrics","","Total Students","","","","","","",""
"metrics.teaching_staff","metrics","","Teaching Staff","","","","","","",""
"metrics.attendance_rate","metrics","","Attendance Rate","","","","","","",""
"metrics.monthly_revenue","metrics","","Monthly Revenue","","","","","","",""
"metrics.active_classes","metrics","","Active Classes","","","","","","",""
"metrics.pending_applications","metrics","","Pending Applications","","","","","","",""
"metrics.my_students","metrics","","My Students","","","","","","",""
"metrics.pending_grading","metrics","","Pending Grading","","","","","","",""
"metrics.lessons_today","metrics","","Lessons Today","","","","","","",""
"metrics.across_classes","metrics","count","across {{count}} classes","","","","","","",""
"metrics.assignments_to_review","metrics","","assignments to review","","","","","","",""
"metrics.scheduled_classes","metrics","","scheduled classes","","","","","","",""
"quick_actions.manage_teachers","quick_actions","","Manage Teachers","","","","","","",""
"quick_actions.manage_teachers_subtitle","quick_actions","","Hire, evaluate, and manage staff","","","","","","",""
"quick_actions.student_enrollment","quick_actions","","Student Enrollment","","","","","","",""
"quick_actions.student_enrollment_subtitle","quick_actions","","Review applications and enroll students","","","","","","",""
"quick_actions.financial_reports","quick_actions","","Financial Reports","","","","","","",""
"quick_actions.financial_reports_subtitle","quick_actions","","Revenue, expenses, and forecasting","","","","","","",""
"quick_actions.view_finances","quick_actions","","View Finances","","","","","","",""
"quick_actions.meeting_rooms","quick_actions","","Meeting Rooms","","","","","","",""
"quick_actions.meeting_rooms_subtitle","quick_actions","","Schedule meetings and video calls","","","","","","",""
"quick_actions.school_settings","quick_actions","","School Settings","","","","","","",""
"quick_actions.school_settings_subtitle","quick_actions","","Configure policies and preferences","","","","","","",""
"quick_actions.create_announcement","quick_actions","","Create Announcement","","","","","","",""
"quick_actions.create_announcement_subtitle","quick_actions","","Notify all parents and staff","","","","","","",""
"quick_actions.school_analytics","quick_actions","","School Analytics","","","","","","",""
"quick_actions.school_analytics_subtitle","quick_actions","","Performance insights and trends","","","","","","",""
"quick_actions.enroll_student","quick_actions","","Enroll Student","","","","","","",""
"quick_actions.send_announcement","quick_actions","","Send Announcement","","","","","","",""
"quick_actions.announcement_description","quick_actions","","Compose and send a school-wide announcement","","","","","","",""
"quick_actions.parent_requests","quick_actions","","Parent Requests","","","","","","",""
"quick_actions.seat_management","quick_actions","","Seat Management","","","","","","",""
"quick_actions.invite_parents","quick_actions","","Invite Parents","","","","","","",""
"quick_actions.export_data","quick_actions","","Export Data","","","","","","",""
"quick_actions.todays_stats","quick_actions","","Today's Stats","","","","","","",""
"quick_actions.whatsapp_setup","quick_actions","","WhatsApp Setup","","","","","","",""
"quick_actions.quick_settings","quick_actions","","Quick Settings","","","","","","",""
"quick_actions.quick_actions","quick_actions","","Quick Actions","","","","","","",""
"quick_actions.ai_homework_helper","quick_actions","","AI Homework Helper","","","","","","",""
"quick_actions.limit_reached","quick_actions","","Limit reached","","","","","","",""
"quick_actions.requests_left","quick_actions","count","{{count}} requests left","","","","","","",""
"quick_actions.whatsapp_connect","quick_actions","","WhatsApp Connect","","","","","","",""
"quick_actions.connect_with_teachers","quick_actions","","Connect with teachers","","","","","","",""
"quick_actions.whatsapp_premium_description","quick_actions","","Get instant communication with your teachers and receive real-time updates on assignments and progress","","","","","","",""
"quick_actions.learning_resources","quick_actions","","Learning Resources","","","","","","",""
"quick_actions.access_study_materials","quick_actions","","Access study materials","","","","","","",""
"quick_actions.learning_resources_premium_description","quick_actions","","Access premium study materials, interactive content, and curated educational resources","","","","","","",""
"quick_actions.progress_analytics","quick_actions","","Progress Analytics","","","","","","",""
"quick_actions.track_your_performance","quick_actions","","Track your performance","","","","","","",""
"quick_actions.upgrade_to_unlock","quick_actions","","Upgrade to unlock","","","","","","",""
"quick_actions.progress_analytics_premium_description","quick_actions","","Get detailed insights into your learning progress with advanced analytics and performance tracking","","","","","","",""
"quick_actions.ai_lessons","quick_actions","","AI Lessons","","","","","","",""
"quick_actions.ai_lesson_generator","quick_actions","","✨ AI Lesson Generator","","","","","","",""
"quick_actions.ai_lesson_description","quick_actions","","Create engaging educational content for your students:

• Age-appropriate lesson plans
• Interactive activity suggestions
• Assessment templates
• Learning objectives alignment

Start creating lessons now:","","","","","","",""
"quick_actions.create_lesson","quick_actions","","Create Lesson","","","","","","",""
"quick_actions.view_ai_tools","quick_actions","","View AI Tools","","","","","","",""
"quick_actions.ai_quota_management","quick_actions","","AI Quota Management","","","","","","",""
"quick_actions.ai_quota_subtitle","quick_actions","","Allocate AI credits & manage usage limits","","","","","","",""
"quick_actions.ai_insights_recommendations","quick_actions","","🤖 AI Insights & Recommendations","","","","","","",""
"quick_actions.ai_insights_description","quick_actions","","Get AI-powered insights based on your school data:

• Attendance pattern analysis
• Financial trend insights
• Teacher performance indicators
• Student progress tracking
• Enrollment optimization tips

View detailed analytics now:","","","","","","",""
"quick_actions.view_ai_insights","quick_actions","","View AI Insights","","","","","","",""
"quick_actions.create_lessons","quick_actions","","Create Lessons","","","","","","",""
"quick_actions.create_lessons_subtitle","quick_actions","","Generate lessons & assessments with AI","","","","","","",""
"quick_actions.advanced_analytics_subtitle","quick_actions","","Deep insights & forecasting","","","","","","",""
"quick_actions.seat_management_subtitle","quick_actions","","Assign or revoke teacher seats","","","","","","",""
"quick_actions.configure_in_settings","quick_actions","","Configure in Settings","","","","","","",""
"quick_actions.go_to_settings","quick_actions","","Go to Settings","","","","","","",""
"ai.homework.title","AI feature","","AI Homework Helper","","","","","","",""
"ai.homework.description","AI feature","","Get step-by-step help with your homework","","","","","","",""
"ai.homework.askQuestion","AI feature","","Ask a question about your homework","","","","","","",""
"ai.homework.questionPlaceholder","AI feature","","Type your homework question here...","","","","","","",""
"ai.homework.subject","AI feature","","Subject","","","","","","",""
"ai.homework.gradeLevel","AI feature","","Grade Level","","","","","","",""
"ai.homework.difficulty","AI feature","","Difficulty Level","","","","","","",""
"ai.homework.getHelp","AI feature","","Get Help","","","","","","",""
"ai.homework.explanation","AI feature","","Explanation","","","","","","",""
"ai.homework.stepByStep","AI feature","","Step by Step","","","","","","",""
"ai.homework.hints","AI feature","","Hints","","","","","","",""
"ai.homework.relatedConcepts","AI feature","","Related Concepts","","","","","","",""
"ai.homework.practiceProblems","AI feature","","Practice Problems","","","","","","",""
"ai.homework.loading","AI feature","","Thinking...","","","","","","",""
"ai.homework.error","AI feature","","Sorry, I couldn't help with that question. Please try again.","","","","","","",""
"ai.homework.noQuestion","AI feature","","Please enter a question to get help.","","","","","","",""
"ai.lessons.title","AI feature","","AI Lesson Generator","","","","","","",""
"ai.lessons.description","AI feature","","Create engaging lessons with AI assistance","","","","","","",""
"ai.lessons.topic","AI feature","","Lesson Topic","","","","","","",""
"ai.lessons.topicPlaceholder","AI feature","","Enter the main topic for your lesson","","","","","","",""
"ai.lessons.subject","AI feature","","Subject","","","","","","",""
"ai.lessons.gradeLevel","AI feature","","Grade Level","","","","","","",""
"ai.lessons.duration","AI feature","","Duration (minutes)","","","","","","",""
"ai.lessons.objectives","AI feature","","Learning Objectives","","","","","","",""
"ai.lessons.objectivePlaceholder","AI feature","","What should students learn?","","","","","","",""
"ai.lessons.generate","AI feature","","Generate Lesson","","","","","","",""
"ai.lessons.materials","AI feature","","Materials Needed","","","","","","",""
"ai.lessons.activities","AI feature","","Activities","","","","","","",""
"ai.lessons.assessment","AI feature","","Assessment","","","","","","",""
"ai.lessons.extensions","AI feature","","Extensions","","","","","","",""
"ai.lessons.loading","AI feature","","Creating lesson...","","","","","","",""
"ai.lessons.error","AI feature","","Failed to generate lesson. Please try again.","","","","","","",""
"ai.usage.title","AI feature","","AI Usage","","","","","","",""
"ai.usage.monthly","AI feature","","This Month","","","","","","",""
"ai.usage.daily","AI feature","","Today","","","","","","",""
"ai.usage.tokens","AI feature","","Tokens Used","","","","","","",""
"ai.usage.requests","AI feature","","Requests Made","","","","","","",""
"ai.usage.cost","AI feature","","Cost","","","","","","",""
"ai.usage.remaining","AI feature","","Remaining Quota","","","","","","",""
"ai.usage.unlimited","AI feature","","Unlimited","","","","","","",""
"ai.usage.upgradeRequired","AI feature","","Upgrade required for more usage","","","","","","",""
"ai.usage.rateLimited","AI feature","","Rate limit exceeded. Please try again later.","","","","","","",""
"homework.title","homework","","Homework","","","","","","",""
"homework.assignments","homework","","Assignments","","","","","","",""
"homework.dueDate","homework","","Due Date","","","","","","",""
"homework.status","homework","","Status","","","","","","",""
"homework.pending","homework","","Pending","","","","","","",""
"homework.completed","homework","","Completed","","","","","","",""
"homework.overdue","homework","","Overdue","","","","","","",""
"homework.submit","homework","","Submit","","","","","","",""
"homework.viewDetails","homework","","View Details","","","","","","",""
"homework.noAssignments","homework","","No homework assignments","","","","","","",""
"lessons.title","lessons","","Lessons","","","","","","",""
"lessons.create","lessons","","Create Lesson","","","","","","",""
"lessons.edit","lessons","","Edit Lesson","","","","","","",""
"lessons.delete","lessons","","Delete Lesson","","","","","","",""
"lessons.duplicate","lessons","","Duplicate","","","","","","",""
"lessons.share","lessons","","Share","","","","","","",""
"lessons.preview","lessons","","Preview","","","","","","",""
"lessons.publish","lessons","","Publish","","","","","","",""
"lessons.draft","lessons","","Draft","","","","","","",""
"lessons.published","lessons","","Published","","","","","","",""
"settings.title","Settings","","Settings","","","","","","",""
"settings.profile","Settings","","Profile Settings","","","","","","",""
"settings.notifications","Settings","","Notifications","","","","","","",""
"settings.privacy","Settings","","Privacy","","","","","","",""
"settings.securityPrivacy","Settings","","Security & Privacy","","","","","","",""
"settings.dataProtection","Settings","","Data Protection","","","","","","",""
"settings.learnDataProtection","Settings","","Learn how we protect your data","","","","","","",""
"settings.appearanceLanguage","Settings","","Appearance & Language","","","","","","",""
"settings.schoolOverview","Settings","","School Overview","","","","","","",""
"settings.schoolName","Settings","","School Name","","","","","","",""
"settings.regionalSettings","Settings","","Regional Settings","","","","","","",""
"settings.whatsappIntegration","Settings","","WhatsApp Integration","","","","","","",""
"settings.whatsappConfigured","Settings","","WhatsApp is configured","","","","","","",""
"settings.whatsappNotConfigured","Settings","","WhatsApp is not configured","","","","","","",""
"settings.active","Settings","","Active","","","","","","",""
"settings.activeFeatures","Settings","","Active Features","","","","","","",""
"settings.editFullSettings","Settings","","Edit Full Settings","","","","","","",""
"settings.configureAllSchoolSettings","Settings","","Configure all school settings","","","","","","",""
"settings.loadingSchoolSettings","Settings","","Loading school settings...","","","","","","",""
"settings.failedToLoadSettings","Settings","","Failed to load school settings","","","","","","",""
"settings.noFeaturesEnabled","Settings","","No features are currently enabled","","","","","","",""
"settings.aboutSupport","Settings","","About & Support","","","","","","",""
"settings.language.title","Settings","","Language","","","","","","",""
"settings.theme.title","Settings","","Theme","","","","","","",""
"settings.theme.light","Settings","","Light","","","","","","",""
"settings.theme.dark","Settings","","Dark","","","","","","",""
"settings.theme.system","Settings","","System","","","","","","",""
"settings.biometric.title","Settings","","Biometric Authentication","","","","","","",""
"settings.biometric.notAvailable","Settings","","Biometric authentication is not available on this device","","","","","","",""
"settings.biometric.setupRequired","Settings","","Please set up biometrics in your device settings first","","","","","","",""
"settings.biometric.enabled","Settings","","Biometric login is enabled","","","","","","",""
"settings.biometric.disabled","Settings","","Biometric login is disabled","","","","","","",""
"settings.biometric.fingerprint","Settings","","Fingerprint","","","","","","",""
"settings.biometric.faceId","Settings","","Face ID","","","","","","",""
"settings.biometric.not_available_desc","Settings","","Biometric authentication is not available on this device. This feature requires fingerprint or face recognition hardware.","","","","","","",""
"settings.feature.activityFeed","Settings","","Activity Feed","","","","","","",""
"settings.feature.financials","Settings","","Financials","","","","","","",""
"settings.feature.pettyCash","Settings","","Petty Cash","","","","","","",""
"settings.manage_alerts","Settings","","Manage your alerts","","","","","","",""
"settings.notifications_coming_soon_desc","Settings","","Notification settings will be available in the next update.","","","","","","",""
"settings.privacy_security.title","Settings","","Privacy & Security","","","","","","",""
"settings.privacy_security.info","Settings","","Data protection info","","","","","","",""
"trends.up","trends","","up","","","","","","",""
"trends.down","trends","","down","","","","","","",""
"trends.stable","trends","","stable","","","","","","",""
"trends.good","trends","","good","","","","","","",""
"trends.excellent","trends","","excellent","","","","","","",""
"trends.warning","trends","","warning","","","","","","",""
"trends.attention","trends","","attention","","","","","","",""
"trends.needs_attention","trends","","needs attention","","","","","","",""
"trends.low","trends","","low","","","","","","",""
"trends.high","trends","","high","","","","","","",""
"teacher.performance.active","Teacher screen","","Active teacher","","","","","","",""
"teacher.performance.no_classes","Teacher screen","","No classes assigned - requires attention","","","","","","",""
"teacher.performance.high_ratio","Teacher screen","ratio","High student ratio ({{ratio}}:1) - may need support","","","","","","",""
"teacher.performance.excellent","Teacher screen","classes, ratio, attendance","Excellent performance - {{classes}} classes, {{ratio}}:1 ratio, {{attendance}}% attendance","","","","","","",""
"teacher.performance.strong","Teacher screen","classes","Strong performance - {{classes}} classes, good attendance rates","","","","","","",""
"teacher.performance.good","Teacher screen","students","Good performance - managing {{students}} students effectively","","","","","","",""
"teacher.performance.review_needed","Teacher screen","attendance","Performance review needed - {{attendance}}% attendance rate in classes","","","","","","",""
"students.title","students","","Students","","","","","","",""
"students.addStudent","students","","Add Student","","","","","","",""
"students.studentName","students","","Student Name","","","","","","",""
"students.class","students","","Class","","","","","","",""
"students.grade","students","","Grade","","","","","","",""
"students.preschool","students","","Preschool","","","","","","",""
"students.status","students","","Status","","","","","","",""
"students.active","students","","Active","","","","","","",""
"students.inactive","students","","Inactive","","","","","","",""
"students.viewProfile","students","","View Profile","","","","","","",""
"students.editProfile","students","","Edit Profile","","","","","","",""
"classes.title","classes","","Classes","","","","","","",""
"classes.addClass","classes","","Add Class","","","","","","",""
"classes.className","classes","","Class Name","","","","","","",""
"classes.teacher","classes","","Teacher","","","","","","",""
"classes.students","classes","","Students","","","","","","",""
"classes.schedule","classes","","Schedule","","","","","","",""
"classes.assignments","classes","","Assignments","","","","","","",""
"reports.title","reports","","Reports","","","","","","",""
"reports.generate","reports","","Generate Report","","","","","","",""
"reports.export","reports","","Export","","","","","","",""
"reports.performance","reports","","Performance Report","","","","","","",""
"reports.attendance","reports","","Attendance Report","","","","","","",""
"reports.progress","reports","","Progress Report","","","","","","",""
"reports.dateRange","reports","","Date Range","","","","","","",""
"reports.from","reports","","From","","","","","","",""
"reports.to","reports","","To","","","","","","",""
"notifications.title","notifications","","Notifications","","","","","","",""
"notifications.markAllRead","notifications","","Mark All as Read","","","","","","",""
"notifications.noNotifications","notifications","","No notifications","","","","","","",""
"notifications.newAssignment","notifications","title","New assignment: {{title}}","","","","","","",""
"notifications.gradePosted","notifications","assignment","Grade posted for {{assignment}}","","","","","","",""
"notifications.reminderDue","notifications","assignment","Reminder: {{assignment}} is due tomorrow","","","","","","",""
"errors.generic","Error message","","Something went wrong. Please try again.","","","","","","",""
"errors.network","Error message","","Network error. Please check your connection.","","","","","","",""
"errors.unauthorized","Error message","","You don't have permission to access this resource.","","","","","","",""
"errors.notFound","Error message","","The requested resource was not found.","","","","","","",""
"errors.validation","Error message","","Please check your input and try again.","","","","","","",""
"errors.serverError","Error message","","Server error. Please try again later.","","","","","","",""
"errors.security.validation_failed","Error message","","Validation failed","","","","","","",""
"errors.security.content_type_required","Error message","","Content-Type must be application/json","","","","","","",""
"errors.security.request_too_large","Error message","maxSize","Request too large. Maximum size is {{maxSize}} KB","","","","","","",""
"errors.security.invalid_json","Error message","","Invalid JSON in request body","","","","","","",""
"errors.security.invalid_parameters","Error message","","Invalid URL parameters","","","","","","",""
"errors.security.invalid_query","Error message","","Invalid query parameters","","","","","","",""
"errors.security.authentication_required","Error message","","Authentication required","","","","","","",""
"errors.security.invalid_token","Error message","","Invalid or expired authentication token","","","","","","",""
"errors.security.insufficient_permissions","Error message","","Insufficient permissions","","","","","","",""
"errors.security.rate_limit_exceeded","Error message","","Too many requests, please try again later","","","","","","",""
"errors.security.login_attempts_exceeded","Error message","","Too many login attempts. Please try again later.","","","","","","",""
"errors.security.account_locked","Error message","minutes","Account temporarily locked due to too many failed login attempts. Try again in {{minutes}} minutes.","","","","","","",""
"errors.security.internal_security_error","Error message","","Internal security error","","","","","","",""
"success.saved","Success message","","Changes saved successfully","","","","","","",""
"success.deleted","Success message","","Item deleted successfully","","","","","","",""
"success.created","Success message","","Item created successfully","","","","","","",""
"success.updated","Success message","","Item updated successfully","","","","","","",""
"activity.loading","activity","","Loading activity feed...","","","","","","",""
"activity.recent_activity","activity","","Recent Activity","","","","","","",""
"activity.no_recent_activity","activity","","No Recent Activity","","","","","","",""
"activity.empty_description","activity","","School activities will appear here in real-time","","","","","","",""
"activity.live","activity","","Live","","","","","","",""
"activity.connecting","activity","","Connecting...","","","","","","",""
"activity.offline","activity","","Offline","","","","","","",""
"activity.just_now","activity","","Just now","","","","","","",""
"activity.minutes_ago","activity","count","{{count}}m ago","","","","","","",""
"activity.hours_ago","activity","count","{{count}}h ago","","","","","","",""
"activity.days_ago","activity","count","{{count}}d ago","","","","","","",""
"activity.high_priority","activity","","High Priority","","","","","","",""
"curriculum.standards.placeholder","curriculum","subject, grade","{{subject}} - Grade {{grade}} Standards","","","","","","",""
"subscription.free","subscription","","Free","","","","","","",""
"subscription.starter","subscription","","Starter","","","","","","",""
"subscription.premium","subscription","","Premium","","","","","","",""
"subscription.enterprise","subscription","","Enterprise","","","","","","",""
"subscription.upgrade","subscription","","Upgrade Plan","","","","","","",""
"subscription.upgradeToPro","subscription","","Upgrade to Pro","","","","","","",""
"subscription.billing","subscription","","Billing","","","","","","",""
"subscription.usage","subscription","","Usage","","","","","","",""
"subscription.limits","subscription","","Plan Limits","","","","","","",""
"subscription.choose_your_plan","subscription","","Choose Your Plan","","","","","","",""
"subscription.managePlan","subscription","","Manage plan","","","","","","",""
"subscription.tiers.free","subscription","","Free","","","","","","",""
"subscription.tiers.starter","subscription","","Starter","","","","","","",""
"subscription.tiers.basic","subscription","","Basic","","","","","","",""
"subscription.tiers.premium","subscription","","Premium","","","","","","",""
"subscription.tiers.pro","subscription","","Pro","","","","","","",""
"subscription.tiers.enterprise","subscription","","Enterprise","","","","","","",""
"subscription.tierSource.caption","subscription","source","Source: {{source}}","","","","","","",""
"subscription.tierSource.organization","subscription","","Organization plan","","","","","","",""
"subscription.tierSource.school_plan","subscription","","School subscription","","","","","","",""
"subscription.tierSource.school_default","subscription","","School default","","","","","","",""
"subscription.tierSource.user","subscription","","User setting","","","","","","",""
"subscription.tierSource.unknown","subscription","","Unknown","","","","","","",""
"lessons_create.title","lessons_create","","Create Lesson","","","","","","",""
"lessons_create.default_title","lessons_create","","New Lesson","","","","","","",""
"lessons_create.mode_manual","lessons_create","","Manual","","","","","","",""
"lessons_create.mode_ai","lessons_create","","AI","","","","","","",""
"lessons_create.access_restricted_title","lessons_create","","Access Restricted","","","","","","",""
"lessons_create.access_restricted_desc","lessons_create","","Your teacher seat is not active or you lack permission to create lessons. Please contact your administrator.","","","","","","",""
"lessons_create.ai_card_title","lessons_create","","AI Lesson Generator","","","","","","",""
"lessons_create.ai_card_desc","lessons_create","","Use the AI generator to draft a CAPS-aligned lesson.","","","","","","",""
"lessons_create.section_basics","lessons_create","","Basics","","","","","","",""
"lessons_create.label_title","lessons_create","","Title","","","","","","",""
"lessons_create.placeholder_title","lessons_create","","Lesson title","","","","","","",""
"lessons_create.label_description","lessons_create","","Description","","","","","","",""
"lessons_create.placeholder_description","lessons_create","","Brief description","","","","","","",""
"lessons_create.section_category","lessons_create","","Category","","","","","","",""
"lessons_create.section_settings","lessons_create","","Settings","","","","","","",""
"lessons_create.label_duration","lessons_create","","Duration (minutes)","","","","","","",""
"lessons_create.placeholder_duration","lessons_create","","30","","","","","","",""
"lessons_create.label_complexity","lessons_create","","Complexity","","","","","","",""
"lessons_create.complexity_simple","lessons_create","","Simple","","","","","","",""
"lessons_create.complexity_moderate","lessons_create","","Moderate","","","","","","",""
"lessons_create.complexity_complex","lessons_create","","Complex","","","","","","",""
"lessons_create.save","lessons_create","","Save Lesson","","","","","","",""
"ai_quota.loading_profile","ai_quota","","Loading your profile...","","","","","","",""
"ai_quota.access_restricted_title","ai_quota","","Access Restricted","","","","","","",""
"ai_quota.access_restricted_desc","ai_quota","","You don't have permission to manage AI allocations.","","","","","","",""
"ai_quota.loading_data","ai_quota","","Loading allocation data...","","","","","","",""
"ai_quota.failed_load_title","ai_quota","","Failed to Load AI Data","","","","","","",""
"ai_quota.failed_load_desc","ai_quota","","Unable to load allocation data.","","","","","","",""
"ai_quota.retry","ai_quota","","Retry Loading","","","","","","",""
"updates.Restart App","updates","","Restart App","","","","","","",""
"updates.Restart Now","updates","","Restart Now","","","","","","",""
"updates.The app will restart to apply the update. Any unsaved changes will be lost.","updates","","The app will restart to apply the update. Any unsaved changes will be lost.","","","","","","",""
"empty.no_classes_title","Empty state","","No Classes Yet","","","","","","",""
"empty.no_classes_description","Empty state","","You haven't created any classes yet. Start by creating your first class to manage students and lessons.","","","","","","",""
"empty.create_first_class","Empty state","","Create First Class","","","","","","",""
"empty.no_assignments_title","Empty state","","No Assignments","","","","","","",""
"empty.no_assignments_description","Empty state","","No homework or assignments have been created yet. Create your first assignment to get started.","","","","","","",""
"empty.create_assignment","Empty state","","Create Assignment","","","","","","",""
"empty.no_students_title","Empty state","","No Students Enrolled","","","","","","",""
"empty.no_students_description","Empty state","","Your school doesn't have any students enrolled yet. Start by enrolling your first students.","","","","","","",""
"empty.enroll_first_student","Empty state","","Enroll First Student","","","","","","",""
"empty.no_teachers_title","Empty state","","No Teachers Yet","","","","","","",""
"empty.no_teachers_description","Empty state","","Your school doesn't have any teachers yet. Invite teaching staff to join your school.","","","","","","",""
"empty.invite_teacher","Empty state","","Invite Teacher","","","","","","",""
"empty.no_events_title","Empty state","","No Upcoming Events","","","","","","",""
"empty.no_events_description","Empty state","","No events are scheduled. Events will appear here when created.","","","","","","",""
"empty.create_event","Empty state","","Create Event","","","","","","",""
"empty.no_activity_title","Empty state","","No Recent Activity","","","","","","",""
"empty.no_activity_description","Empty state","","Recent school activity will appear here as it happens.","","","","","","",""
"empty.no_financial_data_title","Empty state","","No Financial Data","","","","","","",""
"empty.no_financial_data_description","Empty state","","Financial reports and revenue data will be shown here once available.","","","","","","",""
"empty.view_reports","Empty state","","View Reports","","","","","","",""
"dash_ai.assistant_name","dash_ai","","Dash","","","","","","",""
"dash_ai.greeting","dash_ai","","Hi! I'm Dash, your AI teaching assistant. How can I help you today?","","","","","","",""
"dash_ai.voice_greeting","dash_ai","","Hello! Ready to work together?","","","","","","",""
"dash_ai.processing","dash_ai","","Processing your request...","","","","","","",""
"dash_ai.recording","dash_ai","","Recording... Release to send","","","","","","",""
"dash_ai.transcribing","dash_ai","","Transcribing audio...","","","","","","",""
"dash_ai.error_no_response","dash_ai","","I'm sorry, I'm having trouble processing that right now. Could you please try again?","","","","","","",""
"dash_ai.help_dashboard","dash_ai","","I can help you switch between dashboard layouts, adjust preferences, or explore different views.","","","","","","",""
"dash_ai.layout_switched","dash_ai","","Dashboard layout has been changed!","","","","","","",""
"dash_ai.welcome_message","dash_ai","","Welcome! I'm here to help with teaching, dashboard management, and school administration.","","","","","","",""
"dash_ai.initializing","dash_ai","","Initializing Dash...","","","","","","",""
"voice.recording.listening","voice","","Listening…","","","","","","",""
"voice.recording.transcribing","voice","","Transcribing…","","","","","","",""
"voice.recording.preview","voice","","Preview","","","","","","",""
"voice.recording.speak_clearly","voice","","🎤 Speak clearly into your microphone","","","","","","",""
"voice.recording.stop_recording_label","voice","","Stop recording","","","","","","",""
"voice.recording.stop_recording_hint_stream","voice","","Stops stream and finalizes transcript","","","","","","",""
"voice.recording.stop_recording_hint_file","voice","","Stops recording and transcribes your voice","","","","","","",""
"voice.recording.finalizing_stream","voice","","Finalizing stream...","","","","","","",""
"voice.recording.stopping_recording","voice","","Stopping recording...","","","","","","",""
"voice.recording.validating_audio","voice","","Validating audio...","","","","","","",""
"voice.recording.uploading_cloud","voice","","Uploading to cloud...","","","","","","",""
"voice.recording.transcribing_speech","voice","","Transcribing speech...","","","","","","",""
"voice.recording.done","voice","","Done!","","","","","","",""
"voice.recording.usually_takes_seconds","voice","","This usually takes a few seconds...","","","","","","",""
"voice.recording.edit_transcript_label","voice","","Edit transcript before sending:","","","","","","",""
"voice.recording.no_speech_detected","voice","","No speech detected.","","","","","","",""
"voice.recording.discard","voice","","Discard","","","","","","",""
"voice.recording.send","voice","","Send","","","","","","",""
"voice.recording.sending","voice","","Sending…","","","","","","",""
"voice.recording.something_wrong","voice","","Something went wrong","","","","","","",""
"voice.recording.try_again","voice","","Try Again","","","","","","",""
"voice.recording.failed_streaming","voice","","Failed to start realtime streaming","","","","","","",""
"voice.recording.recording_captured","voice","","Recording captured.","","","","","","",""
"voice.recording.failed_process","voice","","Failed to process voice recording","","","","","","",""
"voice.recording.failed_send","voice","","Failed to send message","","","","","","",""
"voice.recording.slide_up_lock","voice","","Slide up to lock","","","","","","",""
"voice.recording.thinking","voice","","Thinking...","","","","","","",""
"voice.recording.starting","voice","","Starting...","","","","","","",""
"voice.recording.hold_to_record","voice","","Hold to record • Slide up to lock","","","","","","",""
"voice.recording.recording_locked","voice","","Recording Locked","","","","","","",""
"voice.recording.processing","voice","","Processing...","","","","","","",""
"voice.recording.transcription_label","voice","","Transcription:","","","","","","",""
"voice.recording.analyzing","voice","","🤖 Dash AI is analyzing...","","","","","","",""
"voice.recording.clear","voice","","Clear","","","","","","",""
"voice.recording.no_transcription_warning","voice","","No transcription received","","","","","","",""
"voice.status.connecting","voice","","Connecting...","","","","","","",""
"voice.status.connected","voice","","Connected","","","","","","",""
"voice.status.streaming","voice","","Streaming...","","","","","","",""
"voice.status.reconnecting","voice","","Reconnecting...","","","","","","",""
"voice.status.offline","voice","","Offline","","","","","","",""
"voice.status.error","voice","","Error","","","","","","",""
"voice.errors.failed_start","voice","","Failed to start recording","","","","","","",""
"voice.errors.failed_stop","voice","","Failed to stop/transcribe","","","","","","",""
"voice.errors.cancel_error","voice","","Cancel error","","","","","","",""
"voice.errors.send_error","voice","","Send error","","","","","","",""
"voice.errors.no_transcription","voice","","No speech detected or transcription failed","","","","","","",""
"cache.management","cache","","Cache Management","","","","","","",""
"cache.health","cache","","Cache Health","","","","","","",""
"cache.statistics","cache","","Statistics","","","","","","",""
"cache.about","cache","","About Cache","","","","","","",""
"cache.clear","cache","","Clear","","","","","","",""
"cache.clearing","cache","","Clearing cache...","","","","","","",""
"cache.clear_personal","cache","","Clear Personal Cache","","","","","","",""
"cache.clear_personal_title","cache","","Clear Personal Cache","","","","","","",""
"cache.clear_personal_message","cache","","This will clear all cached data for your account. You may experience slower loading times until data is cached again.","","","","","","",""
"cache.clear_personal_desc","cache","","Clear cached data for your account only","","","","","","",""
"cache.personal_cleared","cache","","Personal cache cleared successfully","","","","","","",""
"cache.clear_school","cache","","Clear School Cache","","","","","","",""
"cache.clear_school_title","cache","","Clear School Cache","","","","","","",""
"cache.clear_school_message","cache","","This will clear all cached data for your entire school. All staff members will experience slower loading times until data is cached again. This action should only be performed if you are experiencing data synchronization issues.","","","","","","",""
"cache.clear_school_button","cache","","Clear School Cache","","","","","","",""
