Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"petty_cash.withdrawal_amount","petty_cash","","Withdrawal Amount","","","","","","",""
"petty_cash.withdrawal_reason","petty_cash","","Reason for Withdrawal","","","","","","",""
"petty_cash.withdrawal_reason_placeholder","petty_cash","","Why are you withdrawing this cash?","","","","","","",""
"petty_cash.reference_number","petty_cash","","Reference Number","","","","","","",""
"petty_cash.reference_placeholder","petty_cash","","Bank deposit slip, reference number, etc.","","","","","","",""
"petty_cash.withdrawal_notice","petty_cash","","This withdrawal will reduce your petty cash balance. Use this when cash needs to be deposited back to the main account or removed for other reasons.","","","","","","",""
"receipt.choose_method","receipt","","Choose how to add your receipt:","","","","","","",""
"receipt.take_photo","receipt","","Take Photo","","","","","","",""
"receipt.choose_from_gallery","receipt","","Choose from Gallery","","","","","","",""
"receipt.permission_required","receipt","","Permission required","","","","","","",""
"receipt.camera_permission","receipt","","Camera permission is needed to take photos","","","","","","",""
"receipt.gallery_permission","receipt","","Gallery permission is needed to select photos","","","","","","",""
"receipt.error_take_photo","receipt","","Failed to take photo","","","","","","",""
"receipt.error_select_image","receipt","","Failed to select image","","","","","","",""
"receipt.receipt_image","receipt","","Receipt Image","","","","","","",""
"receipt.add_receipt_photo","receipt","","Add Receipt Photo","","","","","","",""
"receipt.tap_to_photo_gallery","receipt","","Tap to take photo or select from gallery","","","","","","",""
"receipt.view_receipts","receipt","","View Receipts","","","","","","",""
"receipt.attach_receipt","receipt","","Attach Receipt","","","","","","",""
"receipt.attached_success","receipt","","Receipt attached","","","","","","",""
"receipt.attached_failed","receipt","","Failed to attach receipt","","","","","","",""
"receipt.no_receipts","receipt","","No receipts attached for this transaction.","","","","","","",""
"transaction.options","transaction","","Transaction Options","","","","","","",""
"transaction.choose_action","transaction","","Choose an action","","","","","","",""
"transaction.failed_cancel","transaction","","Failed to cancel transaction","","","","","","",""
"transaction.principals_only_delete","transaction","","Only principals can delete transactions","","","","","","",""
"transaction.failed_delete","transaction","","Failed to delete transaction","","","","","","",""
"transaction.failed_reverse","transaction","","Failed to create reversal","","","","","","",""
"petty_cash_reconcile.title","petty_cash_reconcile","","Cash Reconciliation","","","","","","",""
"petty_cash_reconcile.loading_data","petty_cash_reconcile","","Loading reconciliation data...","","","","","","",""
"petty_cash_reconcile.balance_comparison","petty_cash_reconcile","","Balance Comparison","","","","","","",""
"petty_cash_reconcile.system_balance","petty_cash_reconcile","","System Balance","","","","","","",""
"petty_cash_reconcile.physical_cash","petty_cash_reconcile","","Physical Cash","","","","","","",""
"petty_cash_reconcile.variance","petty_cash_reconcile","","Variance","","","","","","",""
"petty_cash_reconcile.variance_physical_exceeds","petty_cash_reconcile","","Physical cash exceeds system balance","","","","","","",""
"petty_cash_reconcile.variance_system_exceeds","petty_cash_reconcile","","System balance exceeds physical cash","","","","","","",""
"petty_cash_reconcile.count_physical_cash","petty_cash_reconcile","","Count Physical Cash","","","","","","",""
"petty_cash_reconcile.counting_instructions","petty_cash_reconcile","","Count each denomination and enter the quantity below:","","","","","","",""
"petty_cash_reconcile.enter_quantity_placeholder","petty_cash_reconcile","","0","","","","","","",""
"petty_cash_reconcile.notes_title","petty_cash_reconcile","","Reconciliation Notes","","","","","","",""
"petty_cash_reconcile.notes_placeholder","petty_cash_reconcile","","Add any notes about discrepancies or observations...","","","","","","",""
"petty_cash_reconcile.last_reconciliation","petty_cash_reconcile","","Last Reconciliation","","","","","","",""
"petty_cash_reconcile.complete_reconciliation","petty_cash_reconcile","","Complete Reconciliation","","","","","","",""
"petty_cash_reconcile.reconciling","petty_cash_reconcile","","Reconciling...","","","","","","",""
"petty_cash_reconcile.save_success_title","petty_cash_reconcile","","Reconciliation Complete","","","","","","",""
"petty_cash_reconcile.save_success_message","petty_cash_reconcile","variance","Cash reconciliation has been recorded.

Variance: {{variance}}","","","","","","",""
"petty_cash_reconcile.view_history","petty_cash_reconcile","","View History","","","","","","",""
"petty_cash_reconcile.load_error","petty_cash_reconcile","","Failed to load reconciliation data","","","","","","",""
"petty_cash_reconcile.save_error","petty_cash_reconcile","","Failed to save reconciliation","","","","","","",""
"category.choose_expense_category","category","","Choose an expense category:","","","","","","",""
"transactions.title","transactions","","Transactions","","","","","","",""
"transactions.search_placeholder","transactions","","Search transactions...","","","","","","",""
"transactions.summary_count","transactions","count, total","{{count}} of {{total}} transactions","","","","","","",""
"transactions.total","transactions","","Total","","","","","","",""
"transactions.filter_title","transactions","","Filter Transactions","","","","","","",""
"transactions.type","transactions","","Transaction Type","","","","","","",""
"transactions.all_types","transactions","","All Types","","","","","","",""
"transactions.income","transactions","","Income","","","","","","",""
"transactions.expenses","transactions","","Expenses","","","","","","",""
"transactions.category","transactions","","Category","","","","","","",""
"transactions.all_categories","transactions","","All Categories","","","","","","",""
"transactions.cat_tuition","transactions","","Tuition","","","","","","",""
"transactions.cat_supplies","transactions","","Supplies","","","","","","",""
"transactions.cat_salaries","transactions","","Salaries","","","","","","",""
"transactions.cat_maintenance","transactions","","Maintenance","","","","","","",""
"transactions.cat_utilities","transactions","","Utilities","","","","","","",""
"transactions.clear_all","transactions","","Clear All","","","","","","",""
"transactions.apply_filters","transactions","","Apply Filters","","","","","","",""
"transactions.no_data","transactions","","No Data","","","","","","",""
"transactions.no_transactions_export","transactions","","No transactions available to export","","","","","","",""
"transactions.access_denied_text","transactions","","Only school principals can access transaction details.","","","","","","",""
"transactions.load_failed","transactions","","Failed to load transactions","","","","","","",""
"transactions.error_no_school","transactions","","No preschool associated with your account","","","","","","",""
"finance_dashboard.title","finance_dashboard","","Finance Dashboard","","","","","","",""
"finance_dashboard.loading","finance_dashboard","","Loading financial dashboard...","","","","","","",""
"finance_dashboard.load_failed","finance_dashboard","","Failed to load financial dashboard","","","","","","",""
"finance_dashboard.access_denied_text","finance_dashboard","","Only school principals can access the financial dashboard.","","","","","","",""
"finance_dashboard.trend_title","finance_dashboard","","Cash Flow Trend (Last 6 Months)","","","","","","",""
"finance_dashboard.categories_title","finance_dashboard","","Expense Categories","","","","","","",""
"finance_dashboard.comparison_title","finance_dashboard","","Monthly Comparison","","","","","","",""
"finance_dashboard.export_title","finance_dashboard","","Export Data","","","","","","",""
"finance_dashboard.csv","finance_dashboard","","CSV","","","","","","",""
"finance_dashboard.excel","finance_dashboard","","Excel","","","","","","",""
"finance_dashboard.pdf","finance_dashboard","","PDF","","","","","","",""
"finance_dashboard.quick_actions_title","finance_dashboard","","Quick Actions","","","","","","",""
"finance_dashboard.view_transactions","finance_dashboard","","View Transactions","","","","","","",""
"finance_dashboard.detailed_reports","finance_dashboard","","Detailed Reports","","","","","","",""
"finance_dashboard.net_cash_flow","finance_dashboard","","Net Cash Flow","","","","","","",""
"finance_dashboard.positive","finance_dashboard","","Positive","","","","","","",""
"finance_dashboard.negative","finance_dashboard","","Negative","","","","","","",""
"finance_dashboard.total_transactions","finance_dashboard","","Total Transactions","","","","","","",""
"finance_dashboard.last_30_days","finance_dashboard","","Last 30 days","","","","","","",""
"finance_dashboard.tab_cash_flow","finance_dashboard","","Cash Flow","","","","","","",""
"finance_dashboard.tab_categories","finance_dashboard","","Categories","","","","","","",""
"finance_dashboard.tab_comparison","finance_dashboard","","Compare","","","","","","",""
"finance_dashboard.no_financial_data_export","finance_dashboard","","No financial data available to export","","","","","","",""
"parent.view_homework","Parent screen","","View Homework","","","","","","",""
"parent.view_grades","Parent screen","","View Grades","","","","","","",""
"parent.check_attendance","Parent screen","","Check Attendance","","","","","","",""
"parent.ai_homework_help","Parent screen","","AI Homework Help","","","","","","",""
"parent.events","Parent screen","","Events","","","","","","",""
"parent.unread_messages","Parent screen","","Unread Messages","","","","","","",""
"parent.homework_pending","Parent screen","","Homework Pending","","","","","","",""
"parent.attendance_rate","Parent screen","","Attendance Rate","","","","","","",""
"parent.total_children","Parent screen","","Total Children","","","","","","",""
"parent.missed_calls","Parent screen","","Missed Calls","","","","","","",""
"parent.calls","Parent screen","","Calls","","","","","","",""
"parent.ask_dash","Parent screen","","Ask Dash AI","","","","","","",""
"parent.aiAssistantSubtitle","Parent screen","","✨ AI Assistant for lesson planning & grading","","","","","","",""
"parent.aiAssistantDesc","Parent screen","","Hi! I'm Dash, your AI teaching assistant. I can help you with lesson planning, grading, student insights, and more. Just ask!","","","","","","",""
"parent.approvedPayments","Parent screen","","Approved Payments","","","","","","",""
"parent.pendingPayments","Parent screen","","Pending Payments","","","","","","",""
"parent.selectChild","Parent screen","","Select Child","","","","","","",""
"parent.myChildren","Parent screen","","My Children","","","","","","",""
"parent.communicationHub","Parent screen","","Communication Hub","","","","","","",""
"parent.messages","Parent screen","","Messages","","","","","","",""
"parent.announcements","Parent screen","","Announcements","","","","","","",""
"parent.scheduleMeeting","Parent screen","","Schedule Meeting","","","","","","",""
"parent.teacherCommunication","Parent screen","","Chat with teachers","","","","","","",""
"parent.schoolUpdates","Parent screen","","School news & updates","","","","","","",""
"parent.teacherMeeting","Parent screen","","Book parent-teacher meeting","","","","","","",""
"parent.noChildrenFound","Parent screen","","No Children Found","","","","","","",""
"parent.noChildrenLinked","Parent screen","","No children linked to your account","","","","","","",""
"parent.registerOrLinkChild","Parent screen","","Register a new child or link an existing enrolled child to start tracking their progress.","","","","","","",""
"parent.registerChild","Parent screen","","Register Child","","","","","","",""
"parent.urgentItems","Parent screen","","Urgent Items","","","","","","",""
"parent.schoolFeesDue","Parent screen","","School Fees Due","","","","","","",""
"parent.newMessages","Parent screen","","New Messages","","","","","","",""
"parent.pendingHomework","Parent screen","","Pending Homework","","","","","","",""
"parent.overdue","Parent screen","","Overdue","","","","","","",""
"parent.dueBy","Parent screen","","Due by","","","","","","",""
"parent.fromTeacher","Parent screen","","From teacher","","","","","","",""
"parent.assignmentsDue","Parent screen","","Assignments due","","","","","","",""
"parent.todaysOverview","Parent screen","","Today's Overview","","","","","","",""
"parent.attendanceToday","Parent screen","","Attendance","","","","","","",""
"parent.notRecorded","Parent screen","","Not recorded","","","","","","",""
"parent.upcomingEvents","Parent screen","","Upcoming Events","","","","","","",""
"parent.noEvents","Parent screen","","No events","","","","","","",""
"parent.thisWeek","Parent screen","","this week","","","","","","",""
"parent.attendanceStatus.present","Parent screen","","Present","","","","","","",""
"parent.attendanceStatus.absent","Parent screen","","Absent","","","","","","",""
"parent.attendanceStatus.late","Parent screen","","Late","","","","","","",""
"parent.noMessagesYet","Parent screen","","No messages yet","","","","","","",""
"parent.messagesError","Parent screen","","Failed to Load Messages","","","","","","",""
"parent.messagesErrorDesc","Parent screen","","Unable to load your messages. Please check your connection and try again.","","","","","","",""
"parent.noMessagesTitle","Parent screen","","No Messages Yet","","","","","","",""
"parent.noMessagesDesc","Parent screen","","When teachers send you messages about your child, they'll appear here.","","","","","","",""
"parent.startNewMessage","Parent screen","","Start New Message","","","","","","",""
"parent.threadError","Parent screen","","Unable to Load Messages","","","","","","",""
"parent.threadErrorDesc","Parent screen","","We couldn't load your messages. Please check your connection and try again.","","","","","","",""
"parent.startConversation","Parent screen","","Start Your Conversation","","","","","","",""
"parent.startConversationDesc","Parent screen","","Send your first message to start chatting with your child's teacher.","","","","","","",""
"parent.typeMessage","Parent screen","","Type your message...","","","","","","",""
"parent.messageSendError","Parent screen","","Failed to send message. Please try again.","","","","","","",""
"parent.attendance","Parent screen","","Attendance","","","","","","",""
"parent.fees_due_in_days","Parent screen","count","Due in {{count}} day","","","","","","",""
"parent.fees_due_in_days_plural","Parent screen","count","Due in {{count}} days","","","","","","",""
"parent.dash_explain_prompt","Parent screen","","Explain a concept to me in simple terms.","","","","","","",""
"parent.dash_quiz_prompt","Parent screen","","Create a short practice quiz for my child.","","","","","","",""
"parent.dash_study_plan_prompt","Parent screen","","Create a simple study plan for this week.","","","","","","",""
"parent.assigned_lessons","Parent screen","","Assigned Lessons","","","","","","",""
"parent.dash_explain","Parent screen","","Explain a Concept","","","","","","",""
"parent.dash_quiz","Parent screen","","Practice Quiz","","","","","","",""
"parent.dash_study_plan","Parent screen","","Study Plan","","","","","","",""
"parent.learning_hub","Parent screen","","Learning Hub","","","","","","",""
"parent.payments","Parent screen","","Payments","","","","","","",""
"pop.uploadProofOfPayment","pop","","Upload Proof of Payment","","","","","","",""
"pop.uploadPictureOfProgress","pop","","Upload Picture of Progress","","","","","","",""
"pop.paymentFor","pop","","Payment for","","","","","","",""
"pop.paymentDetails","pop","","Payment Details","","","","","","",""
"pop.title","pop","","Title","","","","","","",""
"pop.titlePlaceholder","pop","","e.g., School fees January 2024","","","","","","",""
"pop.amount","pop","","Amount","","","","","","",""
"pop.paymentMethod","pop","","Payment Method","","","","","","",""
"pop.selectPaymentMethod","pop","","Select Payment Method","","","","","","",""
"pop.paymentDate","pop","","Payment Date","","","","","","",""
"pop.reference","pop","","Reference Number","","","","","","",""
"pop.referencePlaceholder","pop","","Bank reference, receipt number, etc.","","","","","","",""
"pop.notes","pop","","Additional Notes","","","","","","",""
"pop.notesPlaceholder","pop","","Any additional information about this payment","","","","","","",""
"pop.uploadReceipt","pop","","Upload Receipt","","","","","","",""
"pop.takePhoto","pop","","Take Photo","","","","","","",""
"pop.selectFile","pop","","Select File","","","","","","",""
"pop.uploadPaymentProof","pop","","Upload Payment Proof","","","","","","",""
"pop.uploadSuccess","pop","","Upload Successful","","","","","","",""
"pop.uploadSuccessDesc","pop","","Your proof of payment has been uploaded and is pending review.","","","","","","",""
"pop.progressFor","pop","","Progress for","","","","","","",""
"pop.progressDetails","pop","","Progress Details","","","","","","",""
"pop.subject","pop","","Subject","","","","","","",""
"pop.subjectPlaceholder","pop","","e.g., Mathematics, English, Art","","","","","","",""
"pop.achievementLevel","pop","","Achievement Level","","","","","","",""
"pop.selectAchievementLevel","pop","","Select Achievement Level","","","","","","",""
"pop.learningArea","pop","","Learning Area","","","","","","",""
"pop.learningAreaPlaceholder","pop","","Specific skill or topic demonstrated","","","","","","",""
"pop.description","pop","","Description","","","","","","",""
"pop.descriptionPlaceholder","pop","","Describe what this picture shows about your child's progress","","","","","","",""
"pop.uploadPhoto","pop","","Upload Photo","","","","","","",""
"pop.selectPhoto","pop","","Select Photo","","","","","","",""
"pop.uploadProgressPicture","pop","","Upload Progress Picture","","","","","","",""
"pop.progressUploadSuccess","pop","","Progress Upload Successful","","","","","","",""
"pop.progressUploadSuccessDesc","pop","","Your picture of progress has been uploaded and shared with the teacher.","","","","","","",""
"pop.pending","pop","","Pending Review","","","","","","",""
"pop.approved","pop","","Approved","","","","","","",""
"pop.rejected","pop","","Rejected","","","","","","",""
"pop.needsRevision","pop","","Needs Revision","","","","","","",""
"pop.popHistory","pop","","POP History","","","","","","",""
"pop.proofOfPayment","pop","","Proof of Payment","","","","","","",""
"pop.pictureOfProgress","pop","","Picture of Progress","","","","","","",""
"pop.allTypes","pop","","All Types","","","","","","",""
"pop.allStatuses","pop","","All Statuses","","","","","","",""
"pop.filterBy","pop","","Filter By","","","","","","",""
"pop.type","pop","","Type","","","","","","",""
"pop.status","pop","","Status","","","","","","",""
"pop.uploadedOn","pop","","Uploaded on","","","","","","",""
"pop.reviewedBy","pop","","Reviewed by","","","","","","",""
"pop.reviewNotes","pop","","Review Notes","","","","","","",""
"pop.noUploads","pop","","No uploads yet","","","","","","",""
"pop.noUploadsDesc","pop","","Your uploaded proofs of payment and pictures of progress will appear here.","","","","","","",""
"pop.uploadFirst","pop","","Upload First Item","","","","","","",""
"pop.viewFile","pop","","View File","","","","","","",""
"pop.reupload","pop","","Re-upload","","","","","","",""
"pop.deleteUpload","pop","","Delete Upload","","","","","","",""
"metrics.total_students","metrics","","Total Students","","","","","","",""
"metrics.teaching_staff","metrics","","Teaching Staff","","","","","","",""
"metrics.attendance_rate","metrics","","Attendance Rate","","","","","","",""
"metrics.monthly_revenue","metrics","","Monthly Revenue","","","","","","",""
"metrics.active_classes","metrics","","Active Classes","","","","","","",""
"metrics.pending_applications","metrics","","Pending Applications","","","","","","",""
"metrics.my_students","metrics","","My Students","","","","","","",""
"metrics.pending_grading","metrics","","Pending Grading","","","","","","",""
"metrics.lessons_today","metrics","","Lessons Today","","","","","","",""
"metrics.across_classes","metrics","count","across {{count}} classes","","","","","","",""
"metrics.assignments_to_review","metrics","","assignments to review","","","","","","",""
"metrics.scheduled_classes","metrics","","scheduled classes","","","","","","",""
"quick_actions.manage_teachers","quick_actions","","Manage Teachers","","","","","","",""
"quick_actions.manage_teachers_subtitle","quick_actions","","Hire, evaluate, and manage staff","","","","","","",""
"quick_actions.registrations","quick_actions","","Registrations","","","","","","",""
"quick_actions.view_finances","quick_actions","","View Finances","","","","","","",""
"quick_actions.student_enrollment","quick_actions","","Student Enrollment","","","","","","",""
"quick_actions.student_enrollment_subtitle","quick_actions","","Review applications and enroll students","","","","","","",""
"quick_actions.financial_reports","quick_actions","","Financial Reports","","","","","","",""
"quick_actions.financial_reports_subtitle","quick_actions","","Revenue, expenses, and forecasting","","","","","","",""
"quick_actions.meeting_rooms","quick_actions","","Meeting Rooms","","","","","","",""
"quick_actions.meeting_rooms_subtitle","quick_actions","","Schedule meetings and video calls","","","","","","",""
"quick_actions.school_settings","quick_actions","","School Settings","","","","","","",""
"quick_actions.school_settings_subtitle","quick_actions","","Configure policies and preferences","","","","","","",""
"quick_actions.create_announcement","quick_actions","","Create Announcement","","","","","","",""
"quick_actions.create_announcement_subtitle","quick_actions","","Notify all parents and staff","","","","","","",""
"quick_actions.school_analytics","quick_actions","","School Analytics","","","","","","",""
"quick_actions.school_analytics_subtitle","quick_actions","","Performance insights and trends","","","","","","",""
"quick_actions.enroll_student","quick_actions","","Enroll Student","","","","","","",""
"quick_actions.send_announcement","quick_actions","","Send Announcement","","","","","","",""
"quick_actions.announcement_description","quick_actions","","Compose and send a school-wide announcement","","","","","","",""
"quick_actions.parent_requests","quick_actions","","Parent Requests","","","","","","",""
"quick_actions.seat_management","quick_actions","","Seat Management","","","","","","",""
"quick_actions.invite_parents","quick_actions","","Invite Parents","","","","","","",""
"quick_actions.export_data","quick_actions","","Export Data","","","","","","",""
"quick_actions.todays_stats","quick_actions","","Today's Stats","","","","","","",""
"quick_actions.whatsapp_setup","quick_actions","","WhatsApp Setup","","","","","","",""
"quick_actions.quick_settings","quick_actions","","Quick Settings","","","","","","",""
"quick_actions.quick_actions","quick_actions","","Quick Actions","","","","","","",""
"quick_actions.ai_homework_helper","quick_actions","","AI Homework Helper","","","","","","",""
"quick_actions.limit_reached","quick_actions","","Limit reached","","","","","","",""
"quick_actions.requests_left","quick_actions","count","{{count}} requests left","","","","","","",""
"quick_actions.whatsapp_connect","quick_actions","","WhatsApp Connect","","","","","","",""
"quick_actions.connect_with_teachers","quick_actions","","Connect with teachers","","","","","","",""
"quick_actions.connect_with_instructors","quick_actions","","Connect with teachers","","","","","","",""
"quick_actions.whatsapp_premium_description","quick_actions","","Get instant communication with your teachers and receive real-time updates on assignments and progress","","","","","","",""
"quick_actions.whatsapp_premium_description_org","quick_actions","","Get instant communication with your teachers and receive real-time updates on assignments and progress","","","","","","",""
"quick_actions.dash_chat","quick_actions","","Chat with Dash","","","","","","",""
"quick_actions.ai_assistant","quick_actions","","Your AI teaching assistant","","","","","","",""
"quick_actions.learning_resources","quick_actions","","Learning Resources","","","","","","",""
"quick_actions.access_study_materials","quick_actions","","Access study materials","","","","","","",""
"quick_actions.learning_resources_premium_description","quick_actions","","Access premium study materials, interactive content, and curated educational resources","","","","","","",""
"quick_actions.progress_analytics","quick_actions","","Progress Analytics","","","","","","",""
"quick_actions.track_your_performance","quick_actions","","Track your performance","","","","","","",""
"quick_actions.upgrade_to_unlock","quick_actions","","Upgrade to unlock","","","","","","",""
"quick_actions.progress_analytics_premium_description","quick_actions","","Get detailed insights into your learning progress with advanced analytics and performance tracking","","","","","","",""
"quick_actions.ai_lessons","quick_actions","","AI Lessons","","","","","","",""
"quick_actions.ai_lesson_generator","quick_actions","","✨ AI Lesson Generator","","","","","","",""
"quick_actions.ai_lesson_description","quick_actions","","Create engaging educational content for your students:

• Age-appropriate lesson plans
• Interactive activity suggestions
• Assessment templates
• Learning objectives alignment

Start creating lessons now:","","","","","","",""
"quick_actions.create_lesson","quick_actions","","Create Lesson","","","","","","",""
"quick_actions.view_ai_tools","quick_actions","","View AI Tools","","","","","","",""
"quick_actions.ai_quota_management","quick_actions","","AI Quota Management","","","","","","",""
"quick_actions.ai_quota_subtitle","quick_actions","","Allocate AI credits & manage usage limits","","","","","","",""
"quick_actions.ai_insights_recommendations","quick_actions","","🤖 AI Insights & Recommendations","","","","","","",""
"quick_actions.ai_insights_description","quick_actions","","Get AI-powered insights based on your school data:

• Attendance pattern analysis
• Financial trend insights
• Teacher performance indicators
• Student progress tracking
• Enrollment optimization tips

View detailed analytics now:","","","","","","",""
"quick_actions.view_ai_insights","quick_actions","","View AI Insights","","","","","","",""
"quick_actions.create_lessons","quick_actions","","Create Lessons","","","","","","",""
"quick_actions.create_lessons_subtitle","quick_actions","","Generate lessons & assessments with AI","","","","","","",""
"quick_actions.advanced_analytics_subtitle","quick_actions","","Deep insights & forecasting","","","","","","",""
"quick_actions.seat_management_subtitle","quick_actions","","Assign or revoke teacher seats","","","","","","",""
"quick_actions.configure_in_settings","quick_actions","","Configure in Settings","","","","","","",""
"quick_actions.go_to_settings","quick_actions","","Go to Settings","","","","","","",""
"ai.homework.title","AI feature","","AI Homework Helper","","","","","","",""
"ai.homework.description","AI feature","","Get step-by-step help with your homework","","","","","","",""
"ai.homework.askQuestion","AI feature","","Ask a question about your homework","","","","","","",""
"ai.homework.questionPlaceholder","AI feature","","Type your homework question here...","","","","","","",""
"ai.homework.subject","AI feature","","Subject","","","","","","",""
"ai.homework.gradeLevel","AI feature","","Grade Level","","","","","","",""
"ai.homework.difficulty","AI feature","","Difficulty Level","","","","","","",""
"ai.homework.getHelp","AI feature","","Get Help","","","","","","",""
"ai.homework.explanation","AI feature","","Explanation","","","","","","",""
"ai.homework.stepByStep","AI feature","","Step by Step","","","","","","",""
"ai.homework.hints","AI feature","","Hints","","","","","","",""
"ai.homework.relatedConcepts","AI feature","","Related Concepts","","","","","","",""
"ai.homework.practiceProblems","AI feature","","Practice Problems","","","","","","",""
"ai.homework.loading","AI feature","","Thinking...","","","","","","",""
"ai.homework.error","AI feature","","Sorry, I couldn't help with that question. Please try again.","","","","","","",""
"ai.homework.noQuestion","AI feature","","Please enter a question to get help.","","","","","","",""
"ai.lessons.title","AI feature","","AI Lesson Generator","","","","","","",""
"ai.lessons.description","AI feature","","Create engaging lessons with AI assistance","","","","","","",""
"ai.lessons.topic","AI feature","","Lesson Topic","","","","","","",""
"ai.lessons.topicPlaceholder","AI feature","","Enter the main topic for your lesson","","","","","","",""
"ai.lessons.subject","AI feature","","Subject","","","","","","",""
"ai.lessons.gradeLevel","AI feature","","Grade Level","","","","","","",""
"ai.lessons.duration","AI feature","","Duration (minutes)","","","","","","",""
"ai.lessons.objectives","AI feature","","Learning Objectives","","","","","","",""
"ai.lessons.objectivePlaceholder","AI feature","","What should students learn?","","","","","","",""
"ai.lessons.generate","AI feature","","Generate Lesson","","","","","","",""
"ai.lessons.materials","AI feature","","Materials Needed","","","","","","",""
"ai.lessons.activities","AI feature","","Activities","","","","","","",""
"ai.lessons.assessment","AI feature","","Assessment","","","","","","",""
"ai.lessons.extensions","AI feature","","Extensions","","","","","","",""
"ai.lessons.loading","AI feature","","Creating lesson...","","","","","","",""
"ai.lessons.error","AI feature","","Failed to generate lesson. Please try again.","","","","","","",""
"ai.usage.title","AI feature","","AI Usage","","","","","","",""
"ai.usage.monthly","AI feature","","This Month","","","","","","",""
"ai.usage.daily","AI feature","","Today","","","","","","",""
"ai.usage.tokens","AI feature","","Tokens Used","","","","","","",""
"ai.usage.requests","AI feature","","Requests Made","","","","","","",""
"ai.usage.cost","AI feature","","Cost","","","","","","",""
"ai.usage.remaining","AI feature","","Remaining Quota","","","","","","",""
"ai.usage.unlimited","AI feature","","Unlimited","","","","","","",""
"ai.usage.upgradeRequired","AI feature","","Upgrade required for more usage","","","","","","",""
"ai.usage.rateLimited","AI feature","","Rate limit exceeded. Please try again later.","","","","","","",""
"homework.title","homework","","Homework","","","","","","",""
"homework.assignments","homework","","Assignments","","","","","","",""
"homework.dueDate","homework","","Due Date","","","","","","",""
"homework.status","homework","","Status","","","","","","",""
"homework.pending","homework","","Pending","","","","","","",""
"homework.completed","homework","","Completed","","","","","","",""
"homework.overdue","homework","","Overdue","","","","","","",""
"homework.submit","homework","","Submit","","","","","","",""
"homework.viewDetails","homework","","View Details","","","","","","",""
"homework.noAssignments","homework","","No homework assignments","","","","","","",""
"lessons.title","lessons","","Lessons","","","","","","",""
"lessons.create","lessons","","Create Lesson","","","","","","",""
"lessons.edit","lessons","","Edit Lesson","","","","","","",""
"lessons.delete","lessons","","Delete Lesson","","","","","","",""
"lessons.duplicate","lessons","","Duplicate","","","","","","",""
"lessons.share","lessons","","Share","","","","","","",""
"lessons.preview","lessons","","Preview","","","","","","",""
"lessons.publish","lessons","","Publish","","","","","","",""
"lessons.draft","lessons","","Draft","","","","","","",""
"lessons.published","lessons","","Published","","","","","","",""
"settings.title","Settings","","Settings","","","","","","",""
"settings.profile","Settings","","Profile Settings","","","","","","",""
"settings.notifications","Settings","","Notifications","","","","","","",""
"settings.privacy","Settings","","Privacy","","","","","","",""
"settings.security","Settings","","Security","","","","","","",""
"settings.securityPrivacy","Settings","","Security & Privacy","","","","","","",""
"settings.dataProtection","Settings","","Data Protection","","","","","","",""
"settings.learnDataProtection","Settings","","Learn how we protect your data","","","","","","",""
"settings.appearanceLanguage","Settings","","Appearance & Language","","","","","","",""
"settings.schoolOverview","Settings","","School Overview","","","","","","",""
"settings.schoolName","Settings","","School Name","","","","","","",""
"settings.timezone","Settings","","Timezone","","","","","","",""
"settings.currency","Settings","","Currency","","","","","","",""
"settings.whatsappConfigured","Settings","","Configured","","","","","","",""
"settings.whatsappYes","Settings","","Yes, configured","","","","","","",""
"settings.whatsappNo","Settings","","Not configured","","","","","","",""
"settings.aboutSupport","Settings","","About & Support","","","","","","",""
"settings.pushNotifications","Settings","","Push Notifications","","","","","","",""
"settings.manageAlerts","Settings","","Manage your alerts and reminders","","","","","","",""
"settings.manage_alerts","Settings","","Manage your alerts","","","","","","",""
"settings.notifications_coming_soon_desc","Settings","","Notification settings will be available in the next update.","","","","","","",""
"settings.emailNotifications","Settings","","Email Notifications","","","","","","",""
"settings.configureEmails","Settings","","Configure email alerts","","","","","","",""
"settings.privacy_security.title","Settings","","Privacy & Security","","","","","","",""
"settings.privacy_security.info","Settings","","Data protection info","","","","","","",""
"settings.biometric.title","Settings","","Biometric Login","","","","","","",""
"settings.biometric.fingerprint","Settings","","Fingerprint Login","","","","","","",""
"settings.biometric.faceId","Settings","","Face ID Login","","","","","","",""
"settings.biometric.enabled","Settings","","Enabled","","","","","","",""
"settings.biometric.disabled","Settings","","Disabled","","","","","","",""
"settings.biometric.notAvailable","Settings","","Not available on this device","","","","","","",""
"settings.biometric.setupRequired","Settings","","Setup required in device settings","","","","","","",""
"settings.language.current","Settings","","Current Language","","","","","","",""
"settings.language.title","Settings","","Language","","","","","","",""
"settings.language.available","Settings","","Available Languages","","","","","","",""
"settings.language.comingSoon","Settings","","Coming Soon","","","","","","",""
"settings.language.soon","Settings","","Soon","","","","","","",""
"settings.theme.title","Settings","","Theme","","","","","","",""
"settings.theme.preview","Settings","","Theme Preview","","","","","","",""
"settings.theme.primary","Settings","","Primary","","","","","","",""
"settings.theme.secondary","Settings","","Secondary","","","","","","",""
"settings.theme.accent","Settings","","Accent","","","","","","",""
"settings.theme.light","Settings","","Light","","","","","","",""
"settings.theme.dark","Settings","","Dark","","","","","","",""
"settings.theme.system","Settings","","System","","","","","","",""
